294 104,08
296 280,33
298 287,4
300 766,43
302 318,38
304 609,62
306 619,5
308 268,36
310 985,11
312 230,82
314 838,96
316 559,96
318 562,97
320 141,63
322 718,29
324 949,09
326 698,75
328 597,63
330 371,12
332 303,27
334 655,99
336 746,72
338 637,42
340 585,04
342 677,85
344 746,54
346 927,42
348 750,14
350 791,54
352 844,06
354 993,66
356 497,8
358 392,74
360 476,22
362 496,59
364 561,49
366 612,84
368 106,92
370 924,88
372 593,06
374 827,02
376 229,23
378 237,04
380 843,68
382 460,49
384 119,28
386 761,39
388 354,18
390 126,94
392 805,95
394 734,22
396 578,74
398 218,01
400 607,6
402 618,94
404 712,93
406 592,09
408 571,42
410 387,25
412 752,04
414 802,56
416 254,04
418 998,38
420 169,33
422 419,33
424 300,25
426 261,82
428 573,81
430 738,18
432 727,34
434 396,95
436 794,94
438 381,42
440 356,6
442 531,81
444 779,02
446 410,52
448 253,62
450 929,39
452 787,98
454 676,46
456 886,87
458 413,36
460 306,24
462 924,14
464 192,57
466 744,94
468 123,63
470 752,98
472 714,87
474 433,3
476 284,04
478 984,79
480 763,79
482 973,81
484 315,69
486 323,21
488 196,46
490 598,86
492 932,05
494 287,15
496 897,18
498 485,82
500 244,6
